Order_ID,Buyer_ID,Supplier_ID,Product_Category,Quantity_Ordered,Order_Date,Dispatch_Date,Delivery_Date,Shipping_Mode,Order_Value_USD,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Organization_ID,Dominant_Buyer_Flag,Available_Historical_Records,Data_Sharing_Consent,Federated_Round,Parameter_Change_Magnitude,Communication_Cost_MB,Energy_Consumption_Joules,Supply_Risk_Flag
O1789,B20,S24,Electronics,992,2023-12-19,2023-12-20,2023-12-28,Rail,18793.92,0,None,None,19,0.53,Org14,1,792,1,1,0.1594,3.12,261.41,0
O1790,B13,S17,Food,547,2023-07-03,2023-07-04,2023-07-07,Road,23479.81,2,Shortage,Low,11,0.66,Org4,0,450,1,9,0.4952,1.26,302.43,1
O1791,B36,S19,Machinery,491,2023-01-03,2023-01-06,2023-01-22,Road,36275.52,7,Shortage,Low,10,0.61,Org1,0,846,0,3,0.0472,2.41,114.17,1
O1792,B20,S26,Textiles,439,2023-07-10,2023-07-14,2023-07-21,Road,33008.11,0,None,None,6,0.76,Org12,0,626,1,3,0.3343,2.57,300.52,0
O1793,B12,S7,Pharma,747,2023-04-28,2023-05-02,2023-05-09,Air,35583.9,0,None,None,14,0.55,Org19,0,515,1,6,0.2296,0.59,193.67,0
O1794,B23,S26,Textiles,294,2023-01-19,2023-01-21,2023-02-02,Rail,914.0,3,Shortage,High,10,0.88,Org10,1,927,1,10,0.2288,0.58,226.6,1
O1795,B12,S20,Pharma,525,2023-01-23,2023-01-26,2023-01-30,Sea,11274.54,0,None,None,15,0.95,Org6,0,329,0,6,0.2342,2.84,175.69,0
O1796,B8,S22,Machinery,986,2023-01-30,2023-02-03,2023-02-09,Road,33253.37,0,None,None,2,0.87,Org8,0,562,1,6,0.1368,3.63,469.13,0
O1797,B34,S3,Pharma,108,2023-10-22,2023-10-23,2023-10-30,Sea,24457.47,0,None,None,19,0.77,Org1,0,224,1,1,0.3606,4.74,357.5,0
O1798,B45,S22,Food,406,2023-04-18,2023-04-21,2023-05-02,Sea,763.02,3,Weather,High,13,0.93,Org13,0,80,1,5,0.3636,1.31,168.11,1
O1799,B30,S21,Food,498,2023-10-08,2023-10-12,2023-10-20,Road,40322.48,1,Strike,Low,2,0.85,Org15,0,577,1,6,0.1484,0.96,340.26,1
O1800,B26,S9,Food,48,2023-05-08,2023-05-12,2023-05-18,Rail,38754.07,3,Weather,Low,0,0.51,Org17,0,928,0,8,0.4193,0.73,431.86,1
O1801,B37,S16,Food,280,2023-08-17,2023-08-18,2023-08-20,Road,27646.75,1,Shortage,Medium,14,0.7,Org12,1,245,0,1,0.1653,2.46,230.73,1
O1802,B4,S15,Textiles,896,2023-04-21,2023-04-25,2023-04-26,Sea,3789.93,0,None,None,0,0.93,Org16,0,290,1,5,0.3653,3.3,423.48,0
O1803,B2,S2,Machinery,806,2023-05-16,2023-05-20,2023-05-30,Road,38442.49,3,Weather,High,16,0.67,Org5,0,996,0,3,0.0693,4.28,119.49,1
O1804,B13,S25,Pharma,166,2023-12-28,2024-01-01,2024-01-04,Sea,29393.82,0,None,None,1,0.52,Org18,1,626,1,2,0.0927,3.57,420.25,0
O1805,B31,S24,Pharma,84,2023-07-05,2023-07-06,2023-07-15,Sea,39207.02,2,Shortage,High,19,0.87,Org1,1,911,1,8,0.1647,1.44,293.13,1
O1806,B39,S11,Food,893,2023-05-24,2023-05-26,2023-06-03,Road,37711.48,5,Shortage,Medium,5,0.9,Org17,0,896,1,7,0.301,2.58,150.34,1
O1807,B37,S28,Food,809,2023-03-13,2023-03-15,2023-03-18,Air,40248.6,0,None,None,7,0.58,Org7,1,171,1,10,0.3263,4.6,233.21,0
O1808,B15,S18,Electronics,139,2023-05-09,2023-05-13,2023-05-21,Road,26141.4,0,None,None,15,0.77,Org4,0,200,1,7,0.2042,1.97,494.6,0
O1809,B33,S16,Machinery,696,2023-12-30,2023-12-31,2024-01-01,Air,7446.06,0,None,None,18,0.6,Org17,0,18,1,5,0.0481,2.74,402.6,0
O1810,B33,S26,Textiles,983,2023-09-18,2023-09-21,2023-09-29,Sea,33722.29,1,Strike,Medium,0,0.86,Org6,0,69,0,9,0.1931,4.81,308.79,1
O1811,B16,S16,Pharma,93,2023-01-03,2023-01-05,2023-01-14,Sea,31213.45,0,None,None,2,0.64,Org18,1,902,1,5,0.3475,3.81,101.82,0
O1812,B7,S4,Electronics,31,2023-04-14,2023-04-16,2023-04-21,Air,37241.53,0,None,None,2,0.66,Org9,0,826,1,2,0.3388,3.86,238.02,0
O1813,B50,S29,Electronics,468,2023-08-12,2023-08-13,2023-08-19,Sea,8909.11,1,Shortage,Low,4,0.92,Org13,0,234,1,3,0.0885,1.64,168.37,1
O1814,B7,S3,Pharma,548,2023-11-16,2023-11-17,2023-12-01,Air,10151.27,10,Shortage,High,11,0.74,Org6,0,828,1,4,0.0138,2.37,81.95,1
O1815,B46,S19,Textiles,716,2023-12-28,2023-12-30,2024-01-06,Air,44575.27,0,None,None,11,0.83,Org4,1,709,0,5,0.379,0.87,293.99,0
O1816,B13,S4,Electronics,858,2023-12-20,2023-12-24,2024-01-04,Sea,37623.9,5,Customs,Low,19,0.7,Org12,0,591,1,3,0.0621,3.23,450.13,1
O1817,B18,S2,Electronics,391,2023-01-10,2023-01-14,2023-01-17,Rail,45457.31,0,None,None,12,0.65,Org14,0,814,1,7,0.0504,0.97,354.02,0
O1818,B34,S10,Machinery,757,2023-10-29,2023-10-31,2023-11-09,Air,38056.41,0,None,None,19,0.81,Org18,0,296,1,5,0.0113,4.26,162.36,0
O1819,B26,S23,Textiles,449,2023-08-19,2023-08-23,2023-09-01,Road,30059.19,0,None,None,8,0.58,Org19,1,178,1,5,0.222,4.17,308.11,0
O1820,B11,S1,Electronics,613,2023-08-07,2023-08-08,2023-08-14,Road,32879.57,3,Weather,High,6,0.69,Org1,1,71,1,6,0.2566,2.9,474.46,1
O1821,B40,S8,Textiles,998,2023-03-07,2023-03-11,2023-03-16,Sea,44511.83,3,Customs,Low,3,0.6,Org17,0,358,1,7,0.3225,1.14,375.31,1
O1822,B11,S26,Pharma,30,2023-04-22,2023-04-25,2023-04-29,Rail,29150.93,0,None,None,18,0.85,Org8,0,451,1,10,0.1551,0.62,360.26,0
O1823,B49,S24,Food,312,2023-01-13,2023-01-14,2023-01-23,Sea,31803.37,2,Weather,High,18,0.97,Org19,1,23,1,10,0.3581,4.09,485.67,1
O1824,B29,S24,Electronics,985,2023-03-27,2023-03-30,2023-03-31,Rail,8245.6,0,None,None,5,1.0,Org14,0,173,1,8,0.093,3.2,409.49,0
O1825,B7,S12,Machinery,878,2023-08-22,2023-08-26,2023-09-01,Air,23959.1,0,None,None,12,0.73,Org17,1,429,0,9,0.4177,3.7,111.48,0
O1826,B8,S19,Pharma,964,2023-03-31,2023-04-01,2023-04-08,Air,35961.66,0,None,None,10,0.63,Org20,1,766,1,4,0.2902,1.87,206.44,0
O1827,B26,S13,Textiles,93,2023-11-10,2023-11-11,2023-11-18,Air,13911.66,0,None,None,12,0.72,Org15,0,856,1,5,0.2961,2.79,484.31,0
O1828,B22,S23,Pharma,783,2023-02-23,2023-02-25,2023-03-05,Air,10511.58,0,None,None,12,0.92,Org17,0,529,1,5,0.1128,3.86,270.37,0
O1829,B6,S12,Electronics,668,2023-01-12,2023-01-14,2023-01-19,Road,16034.43,1,Customs,Medium,19,0.6,Org12,0,675,1,8,0.0463,2.58,100.24,1
O1830,B26,S23,Textiles,962,2023-07-28,2023-07-29,2023-08-06,Road,12454.28,0,None,None,14,0.98,Org12,0,557,1,9,0.2377,3.21,256.37,0
O1831,B36,S18,Food,462,2023-01-14,2023-01-16,2023-01-19,Sea,11138.18,2,Strike,Medium,12,0.67,Org15,0,569,0,7,0.3116,4.05,363.65,1
O1832,B22,S6,Pharma,396,2023-05-01,2023-05-05,2023-05-15,Rail,21530.12,3,Shortage,Low,10,0.99,Org2,0,606,1,5,0.0566,1.47,498.9,1
O1833,B7,S30,Electronics,516,2023-01-20,2023-01-23,2023-01-26,Air,45438.01,0,None,None,18,0.92,Org7,0,37,1,3,0.4758,0.8,195.76,0
O1834,B49,S7,Machinery,266,2023-03-16,2023-03-20,2023-03-28,Air,25599.45,3,Weather,Medium,7,0.9,Org1,0,717,1,1,0.4904,2.89,281.34,1
O1835,B31,S5,Textiles,579,2023-08-31,2023-09-02,2023-09-05,Rail,9802.06,0,None,None,19,0.66,Org14,0,455,1,9,0.2773,0.78,445.86,0
O1836,B39,S27,Pharma,901,2023-08-11,2023-08-13,2023-08-15,Rail,4310.1,0,None,None,7,0.5,Org18,0,217,0,5,0.4755,3.95,209.87,0
O1837,B16,S19,Pharma,943,2023-03-11,2023-03-15,2023-03-23,Sea,34959.73,0,None,None,9,0.69,Org18,1,479,1,9,0.0979,3.74,99.17,0
O1838,B32,S11,Food,536,2023-11-08,2023-11-11,2023-11-18,Rail,19448.54,0,None,None,15,0.65,Org12,0,725,1,10,0.0225,4.47,477.02,0
O1839,B45,S3,Food,171,2023-07-30,2023-07-31,2023-08-11,Air,41180.63,2,Strike,Medium,18,0.52,Org8,1,985,0,4,0.0293,3.38,269.8,1
O1840,B15,S12,Machinery,966,2023-04-11,2023-04-13,2023-04-21,Air,33145.78,0,None,None,10,0.75,Org9,0,828,1,5,0.2979,0.8,276.25,0
O1841,B43,S14,Machinery,172,2023-07-05,2023-07-08,2023-07-14,Air,39913.95,2,Weather,Low,12,0.7,Org6,0,113,1,4,0.0402,1.64,329.54,1
O1842,B29,S24,Electronics,841,2023-05-12,2023-05-14,2023-05-18,Air,13961.33,0,None,None,8,0.82,Org5,1,751,1,2,0.4797,4.14,51.59,0
O1843,B44,S30,Electronics,802,2023-04-21,2023-04-23,2023-05-07,Air,34771.77,10,Weather,High,19,0.81,Org12,0,435,1,1,0.0795,1.25,469.01,1
O1844,B19,S13,Machinery,801,2023-05-12,2023-05-14,2023-05-22,Sea,13571.07,0,None,None,18,0.56,Org18,0,110,1,8,0.1593,3.64,212.65,0
O1845,B47,S24,Machinery,533,2023-01-20,2023-01-24,2023-01-26,Air,46983.89,0,None,None,15,0.99,Org2,0,550,0,4,0.413,4.01,228.62,0
O1846,B29,S26,Textiles,795,2023-01-24,2023-01-25,2023-02-05,Sea,32000.53,2,Strike,Low,6,0.59,Org1,0,648,0,5,0.1172,1.99,128.35,1
O1847,B9,S14,Food,280,2023-08-15,2023-08-17,2023-08-26,Air,16563.33,3,Strike,Low,18,0.72,Org7,0,859,1,6,0.1291,1.95,220.17,1
O1848,B49,S20,Electronics,501,2023-06-03,2023-06-07,2023-06-11,Road,13840.84,0,None,None,11,0.74,Org15,0,531,1,8,0.3247,3.01,411.77,0
O1849,B30,S8,Food,217,2023-10-20,2023-10-23,2023-10-26,Road,9950.87,0,None,None,14,0.91,Org1,0,115,1,8,0.1453,4.38,410.0,0
O1850,B24,S4,Food,548,2023-08-18,2023-08-22,2023-09-09,Road,34884.73,10,Shortage,Low,13,0.55,Org3,0,688,1,7,0.1165,1.51,471.11,1
O1851,B38,S11,Machinery,593,2023-11-06,2023-11-08,2023-11-12,Road,11326.42,0,None,None,10,0.71,Org13,0,987,0,4,0.1345,4.74,231.45,0
O1852,B36,S20,Textiles,69,2023-12-25,2023-12-29,2024-01-05,Sea,29967.51,0,None,None,9,0.81,Org9,0,778,1,6,0.2504,3.2,368.92,0
O1853,B44,S17,Pharma,439,2023-07-21,2023-07-24,2023-07-27,Sea,13599.43,0,None,None,10,0.61,Org7,0,816,0,4,0.4834,4.96,278.26,0
O1854,B40,S4,Textiles,994,2023-02-07,2023-02-11,2023-02-17,Rail,33267.46,3,Strike,Medium,5,0.81,Org8,0,286,0,7,0.4178,0.9,411.81,1
O1855,B26,S30,Textiles,666,2023-09-17,2023-09-21,2023-09-29,Air,40839.52,5,Weather,High,1,0.96,Org7,1,74,1,1,0.1495,1.07,370.64,1
O1856,B36,S19,Food,614,2023-07-07,2023-07-08,2023-07-14,Road,39012.25,2,Shortage,Low,10,1.0,Org4,0,792,1,5,0.1881,4.22,215.56,1
O1857,B1,S30,Textiles,318,2023-02-26,2023-02-27,2023-03-02,Sea,38162.14,0,None,None,18,0.52,Org19,0,909,1,10,0.2376,4.39,201.5,0
O1858,B3,S25,Electronics,529,2023-01-20,2023-01-23,2023-02-09,Air,9792.26,10,Customs,High,5,0.62,Org10,0,197,1,10,0.4897,2.5,163.6,1
O1859,B12,S28,Food,600,2023-09-30,2023-10-04,2023-10-09,Air,4875.05,0,None,None,13,0.66,Org1,1,326,0,4,0.0945,3.71,309.43,0
O1860,B44,S7,Electronics,36,2023-04-29,2023-05-02,2023-05-07,Sea,35097.97,3,Weather,Medium,19,0.7,Org13,0,925,0,7,0.1852,4.4,483.73,1
O1861,B35,S7,Pharma,695,2023-03-12,2023-03-16,2023-03-22,Road,18733.19,0,None,None,5,0.62,Org20,1,147,1,9,0.3674,0.69,140.03,0
O1862,B3,S18,Food,571,2023-01-04,2023-01-05,2023-01-15,Rail,21901.14,2,Weather,Low,16,0.6,Org5,0,352,0,5,0.4823,3.08,92.86,1
O1863,B32,S27,Pharma,208,2023-08-09,2023-08-11,2023-08-23,Air,2041.88,3,Weather,High,9,0.98,Org11,0,114,1,4,0.0863,4.34,103.73,1
O1864,B45,S3,Food,396,2023-01-14,2023-01-15,2023-01-18,Rail,13349.03,0,None,None,0,0.96,Org13,1,555,0,9,0.1214,2.29,402.39,0
O1865,B12,S15,Machinery,358,2023-01-03,2023-01-05,2023-01-12,Road,2166.98,3,Customs,Medium,2,0.52,Org5,0,389,1,5,0.1206,1.86,207.55,1
O1866,B26,S12,Textiles,969,2023-08-04,2023-08-08,2023-08-18,Road,44019.7,1,Strike,Medium,7,0.67,Org17,0,119,0,9,0.0203,4.08,150.97,1
O1867,B34,S16,Machinery,949,2023-08-17,2023-08-21,2023-08-26,Rail,12548.14,1,Customs,Low,7,0.7,Org9,1,953,0,8,0.306,2.01,208.78,1
O1868,B40,S5,Pharma,702,2023-12-02,2023-12-03,2023-12-04,Road,28088.19,0,None,None,19,0.62,Org7,1,554,1,4,0.3386,0.51,340.4,0
O1869,B4,S23,Textiles,545,2023-07-05,2023-07-07,2023-07-13,Air,2429.48,0,None,None,14,0.81,Org15,0,363,1,7,0.3052,4.82,296.05,0
O1870,B25,S9,Food,837,2023-02-24,2023-02-28,2023-03-06,Rail,33508.95,1,Weather,Low,6,0.82,Org5,0,752,0,5,0.0449,3.16,384.62,1
O1871,B12,S27,Textiles,387,2023-09-11,2023-09-12,2023-09-21,Road,16489.85,0,None,None,10,0.93,Org14,1,326,1,10,0.0439,4.19,202.58,0
O1872,B26,S22,Electronics,908,2023-01-24,2023-01-28,2023-02-03,Rail,44947.0,1,Customs,Low,6,0.87,Org9,0,275,1,4,0.1131,4.21,253.41,1
O1873,B39,S24,Textiles,925,2023-06-11,2023-06-15,2023-06-22,Air,44461.85,2,Shortage,Medium,3,0.77,Org3,1,703,1,5,0.1522,0.8,95.89,1
O1874,B30,S7,Electronics,567,2023-06-07,2023-06-10,2023-06-25,Road,16601.89,10,Weather,Medium,11,0.83,Org6,0,861,1,5,0.3954,1.27,82.88,1
O1875,B5,S9,Textiles,536,2023-03-23,2023-03-27,2023-04-02,Air,45097.56,0,None,None,5,0.64,Org15,0,74,0,9,0.0881,1.9,258.01,0
O1876,B15,S22,Electronics,162,2023-06-08,2023-06-12,2023-06-20,Road,49809.8,0,None,None,13,0.8,Org4,1,342,1,9,0.0316,1.94,185.72,0
O1877,B17,S25,Pharma,743,2023-07-07,2023-07-11,2023-07-18,Sea,41358.08,0,None,None,11,0.74,Org16,0,522,1,6,0.2031,3.46,325.76,0
O1878,B20,S24,Machinery,215,2023-03-01,2023-03-05,2023-03-14,Road,42321.13,0,None,None,10,0.57,Org3,0,142,1,4,0.214,3.3,69.35,0
O1879,B40,S5,Food,464,2023-11-01,2023-11-03,2023-11-06,Rail,12825.93,0,None,None,18,0.62,Org6,0,601,1,2,0.2309,2.73,104.79,0
O1880,B19,S12,Textiles,282,2023-11-15,2023-11-18,2023-11-27,Road,29046.77,0,None,None,4,0.65,Org17,0,792,1,3,0.4152,1.45,439.34,0
O1881,B7,S14,Machinery,903,2023-07-30,2023-08-03,2023-08-07,Air,3829.17,0,None,None,13,0.96,Org16,0,762,1,2,0.058,2.22,304.84,0
O1882,B8,S15,Food,245,2023-06-01,2023-06-04,2023-06-13,Air,5198.44,3,Strike,High,15,0.62,Org20,1,549,1,5,0.3549,2.95,370.42,1
O1883,B14,S13,Food,861,2023-04-19,2023-04-21,2023-04-28,Road,49945.18,0,None,None,12,0.64,Org19,0,744,1,6,0.1756,2.61,428.89,0
O1884,B19,S10,Electronics,749,2023-03-17,2023-03-20,2023-03-31,Rail,16668.64,10,Strike,Medium,19,0.68,Org7,0,544,0,5,0.1619,1.07,258.73,1
O1885,B21,S15,Pharma,530,2023-01-30,2023-02-02,2023-02-17,Sea,37535.1,10,Customs,Low,3,0.83,Org15,1,505,1,2,0.4669,3.42,392.48,1
O1886,B40,S27,Pharma,687,2023-11-10,2023-11-11,2023-11-14,Rail,40429.92,1,Strike,High,10,0.56,Org20,0,630,0,5,0.1317,0.83,286.06,1
O1887,B8,S14,Machinery,953,2023-04-27,2023-05-01,2023-05-11,Sea,42972.15,3,Shortage,Low,16,0.98,Org10,0,628,1,9,0.3248,2.2,150.24,1
O1888,B41,S8,Pharma,965,2023-12-22,2023-12-25,2024-01-02,Air,49882.6,3,Weather,Medium,6,0.93,Org16,0,666,1,4,0.1448,3.7,201.95,1
O1889,B7,S15,Textiles,840,2023-07-11,2023-07-12,2023-07-19,Rail,12454.08,1,Shortage,High,13,0.79,Org4,1,378,1,10,0.2585,0.59,270.66,1
O1890,B16,S10,Pharma,735,2023-01-19,2023-01-22,2023-01-28,Sea,2497.37,0,None,None,10,0.84,Org16,0,875,1,2,0.3953,3.06,192.6,0
O1891,B21,S4,Machinery,510,2023-06-22,2023-06-26,2023-06-28,Road,20853.98,0,None,None,8,0.51,Org5,0,918,0,3,0.442,2.01,200.99,0
O1892,B5,S18,Pharma,126,2023-08-16,2023-08-17,2023-08-29,Air,6938.99,7,Weather,Low,12,0.67,Org20,0,919,0,3,0.421,0.54,201.83,1
O1893,B18,S22,Textiles,395,2023-12-16,2023-12-17,2023-12-19,Road,1610.08,0,None,None,17,0.9,Org13,0,660,1,9,0.2953,1.36,105.28,0
O1894,B13,S6,Electronics,353,2023-07-02,2023-07-06,2023-07-10,Air,18341.13,0,None,None,10,0.54,Org12,0,805,0,4,0.1319,4.73,88.09,0
O1895,B25,S18,Machinery,593,2023-04-23,2023-04-26,2023-05-05,Rail,39295.04,0,None,None,14,0.64,Org5,0,819,1,1,0.334,2.85,70.92,0
O1896,B2,S26,Electronics,404,2023-07-02,2023-07-03,2023-07-14,Rail,28525.94,2,Shortage,Low,18,0.79,Org15,0,108,1,1,0.3579,4.99,99.93,1
O1897,B31,S27,Electronics,73,2023-05-26,2023-05-27,2023-06-07,Air,15982.51,5,Customs,Low,0,0.63,Org18,1,326,1,7,0.0152,2.86,204.67,1
O1898,B50,S25,Electronics,726,2023-11-15,2023-11-18,2023-11-25,Air,32889.93,2,Strike,Medium,3,0.97,Org4,0,132,1,7,0.2252,2.95,317.24,1
O1899,B30,S1,Food,730,2023-04-26,2023-04-28,2023-05-06,Air,11984.9,1,Shortage,High,13,0.57,Org4,0,329,1,2,0.4232,2.26,134.67,1
O1900,B2,S28,Food,81,2023-04-23,2023-04-26,2023-05-05,Rail,1211.88,0,None,None,13,0.9,Org10,0,808,1,9,0.2499,1.9,449.6,0
O1901,B10,S9,Electronics,798,2023-09-08,2023-09-09,2023-09-16,Sea,38335.49,0,None,None,2,0.75,Org11,0,602,1,9,0.1626,1.63,413.77,0
O1902,B1,S7,Machinery,283,2023-09-08,2023-09-11,2023-09-12,Road,31375.28,0,None,None,16,0.88,Org11,0,504,1,5,0.4372,2.05,284.24,0
O1903,B24,S29,Textiles,999,2023-10-30,2023-11-02,2023-11-03,Road,38233.98,0,None,None,2,0.66,Org20,0,466,1,3,0.0864,2.57,375.89,0
O1904,B14,S9,Textiles,329,2023-11-09,2023-11-12,2023-11-14,Rail,2427.43,0,None,None,15,0.76,Org11,0,531,0,3,0.1112,1.36,214.85,0
O1905,B9,S27,Pharma,347,2023-04-28,2023-05-02,2023-05-04,Road,41937.42,0,None,None,13,0.93,Org19,1,529,0,3,0.3468,1.51,66.55,0
O1906,B23,S10,Machinery,375,2023-10-28,2023-11-01,2023-11-04,Air,31166.55,0,None,None,19,0.73,Org4,0,926,1,6,0.1827,1.72,456.95,0
O1907,B17,S6,Food,504,2023-06-10,2023-06-14,2023-06-28,Sea,28388.07,10,Strike,Medium,12,0.68,Org7,0,726,1,4,0.3594,2.52,107.51,1
O1908,B40,S10,Electronics,616,2023-07-17,2023-07-18,2023-07-24,Road,31418.4,0,None,None,14,0.77,Org14,0,324,1,8,0.0873,3.44,476.57,0
O1909,B20,S20,Pharma,175,2023-09-17,2023-09-18,2023-09-24,Sea,43289.45,0,None,None,13,0.86,Org6,0,955,1,5,0.1336,4.35,307.35,0
O1910,B34,S4,Textiles,553,2023-05-28,2023-06-01,2023-06-07,Air,29553.36,0,None,None,18,0.72,Org5,0,718,1,1,0.0868,1.79,187.5,0
O1911,B24,S10,Food,20,2023-08-28,2023-08-31,2023-09-04,Road,29257.04,0,None,None,5,0.97,Org17,0,719,1,9,0.4769,1.33,272.99,0
O1912,B18,S20,Food,310,2023-02-16,2023-02-17,2023-02-28,Rail,49538.62,10,Weather,Low,9,0.65,Org10,0,551,1,1,0.2086,2.2,275.73,1
O1913,B5,S27,Electronics,738,2023-07-17,2023-07-19,2023-07-24,Sea,37958.14,0,None,None,14,0.74,Org6,1,488,1,6,0.1752,4.52,60.48,0
O1914,B17,S12,Textiles,810,2023-02-16,2023-02-18,2023-02-23,Air,22393.54,0,None,None,19,0.88,Org5,0,922,1,1,0.017,0.54,209.96,0
O1915,B40,S10,Machinery,111,2023-03-19,2023-03-22,2023-03-29,Sea,35516.15,1,Shortage,Low,5,0.84,Org12,0,980,1,3,0.0852,3.55,382.94,1
O1916,B46,S7,Food,434,2023-05-04,2023-05-05,2023-05-13,Road,19766.91,2,Customs,Medium,9,0.93,Org19,0,29,1,10,0.2164,2.65,279.53,1
O1917,B19,S22,Electronics,401,2023-03-16,2023-03-20,2023-03-29,Road,11829.34,7,Strike,Medium,6,1.0,Org16,0,569,1,5,0.0436,1.22,159.9,1
O1918,B32,S14,Machinery,788,2023-12-25,2023-12-29,2023-12-31,Rail,30044.17,0,None,None,16,0.71,Org13,0,978,1,10,0.2603,1.94,200.8,0
O1919,B24,S9,Textiles,223,2023-05-17,2023-05-21,2023-05-28,Air,46445.01,0,None,None,17,0.56,Org9,1,139,1,7,0.233,1.51,438.37,0
O1920,B42,S14,Food,700,2023-03-31,2023-04-02,2023-04-10,Air,46492.41,0,None,None,16,0.52,Org9,0,302,1,10,0.3859,4.45,286.5,0
O1921,B40,S22,Machinery,97,2023-11-21,2023-11-22,2023-12-04,Rail,17424.31,3,Customs,Low,8,0.86,Org10,1,906,1,8,0.3333,2.67,287.76,1
O1922,B23,S17,Machinery,562,2023-03-02,2023-03-04,2023-03-07,Rail,26620.03,0,None,None,9,0.94,Org3,1,141,1,9,0.2285,3.03,482.66,0
O1923,B7,S29,Machinery,410,2023-05-18,2023-05-21,2023-05-30,Air,10975.98,0,None,None,9,0.61,Org8,0,365,1,6,0.1201,3.17,194.4,0
O1924,B27,S24,Food,597,2023-02-19,2023-02-21,2023-02-25,Sea,49783.74,0,None,None,6,0.58,Org15,0,63,1,9,0.3662,3.38,265.79,0
O1925,B6,S22,Food,898,2023-09-16,2023-09-17,2023-09-28,Sea,49065.34,5,Weather,High,15,0.53,Org4,0,899,1,8,0.3569,2.73,415.27,1
O1926,B39,S25,Pharma,55,2023-04-17,2023-04-21,2023-04-23,Rail,32650.69,0,None,None,17,0.91,Org6,0,802,1,9,0.0851,0.58,391.51,0
O1927,B44,S25,Textiles,681,2023-04-23,2023-04-25,2023-05-02,Sea,40318.5,0,None,None,5,0.66,Org3,1,396,1,10,0.4582,2.01,169.61,0
O1928,B18,S28,Electronics,472,2023-12-16,2023-12-18,2024-01-01,Air,35897.46,10,Strike,Low,19,0.7,Org12,0,274,1,4,0.0416,1.33,117.99,1
O1929,B43,S12,Machinery,601,2023-09-11,2023-09-13,2023-09-19,Road,29861.33,0,None,None,0,0.75,Org2,1,991,1,9,0.037,3.56,365.32,0
O1930,B20,S9,Pharma,319,2023-04-28,2023-04-30,2023-05-11,Road,3140.73,3,Shortage,High,0,0.92,Org3,0,224,1,7,0.1018,0.76,165.95,1
O1931,B19,S7,Electronics,95,2023-07-17,2023-07-20,2023-07-28,Sea,23010.83,0,None,None,11,0.83,Org6,1,469,1,5,0.4556,3.04,465.2,0
O1932,B36,S23,Pharma,101,2023-12-03,2023-12-07,2023-12-19,Rail,33901.92,7,Strike,Low,1,0.81,Org7,1,467,1,5,0.2648,1.45,108.16,1
O1933,B4,S1,Food,669,2023-12-31,2024-01-02,2024-01-03,Rail,34037.81,0,None,None,3,0.59,Org20,0,811,1,1,0.3961,4.77,193.24,0
O1934,B1,S28,Machinery,682,2023-02-20,2023-02-24,2023-03-10,Rail,18969.57,5,Weather,Low,16,0.76,Org20,0,52,1,2,0.1216,2.01,74.65,1
O1935,B45,S4,Electronics,723,2023-09-02,2023-09-05,2023-09-17,Rail,47113.75,5,Shortage,High,3,0.86,Org9,0,595,1,10,0.2502,1.96,366.49,1
O1936,B1,S28,Electronics,945,2023-02-04,2023-02-07,2023-02-17,Rail,8784.17,2,Shortage,High,10,0.99,Org2,1,871,1,3,0.1856,4.66,451.07,1
O1937,B17,S6,Electronics,937,2023-10-29,2023-10-31,2023-11-07,Sea,25267.79,3,Customs,High,3,0.6,Org4,1,287,1,8,0.4156,2.38,336.14,1
O1938,B23,S20,Electronics,251,2023-03-10,2023-03-13,2023-03-31,Road,34698.76,10,Customs,Low,0,0.5,Org17,1,847,1,6,0.0211,4.83,471.99,1
O1939,B1,S9,Electronics,874,2023-12-15,2023-12-16,2023-12-20,Road,35008.22,1,Strike,Low,6,0.54,Org2,0,763,1,10,0.1295,0.61,107.83,1
O1940,B7,S13,Pharma,11,2023-11-16,2023-11-20,2023-11-29,Sea,32607.63,0,None,None,17,0.69,Org6,0,139,0,5,0.0848,1.88,89.48,0
O1941,B43,S9,Machinery,234,2023-02-18,2023-02-21,2023-02-24,Rail,14126.77,2,Strike,High,8,0.91,Org17,1,359,1,1,0.431,3.5,427.29,1
O1942,B32,S1,Food,810,2023-03-15,2023-03-19,2023-03-29,Sea,8232.23,2,Strike,Low,2,0.5,Org7,0,715,1,9,0.2391,4.51,434.98,1
O1943,B30,S21,Food,754,2023-07-11,2023-07-15,2023-07-22,Road,31979.05,0,None,None,7,0.73,Org15,1,553,0,3,0.2081,1.65,423.97,0
O1944,B38,S9,Food,982,2023-09-18,2023-09-21,2023-09-22,Air,30165.45,0,None,None,18,0.66,Org13,0,115,1,3,0.2302,4.69,409.53,0
O1945,B14,S26,Food,935,2023-12-22,2023-12-26,2023-12-28,Sea,9378.12,0,None,None,3,0.53,Org17,0,921,1,2,0.4862,3.17,213.0,0
O1946,B38,S24,Pharma,938,2023-03-11,2023-03-14,2023-03-21,Rail,35404.39,1,Customs,Medium,17,0.73,Org19,0,725,1,4,0.4266,4.1,147.86,1
O1947,B39,S8,Textiles,598,2023-03-31,2023-04-03,2023-04-09,Road,23031.01,1,Customs,High,19,0.63,Org17,0,10,1,2,0.3561,2.29,467.96,1
